"","URL","Industry"
"2033","https://www.proff.dk/firma/bio-partners-aps/f%C3%A5rup/tekniske-konsulenter/0L8QT4I01OU/","Technical Consultants"
"2164","https://www.proff.dk/firma/aea-biopower-aps/herning/tekniske-konsulenter/0JDVDTI01OU/","Technical Consultants"
"2435","https://www.proff.dk/firma/nordic-bioenergy-aps-under-konkurs/viborg/tekniske-konsulenter/GRA9E2I01OU/","Technical Consultants"
"2487","https://www.proff.dk/firma/dansk-biovarme-s.m.b.a/broby/tekniske-konsulenter/GSWPD7I01OU/","Technical Consultants"
"2537","https://www.proff.dk/firma/js-biotech-consult/kongens-lyngby/tekniske-konsulenter/GU15G0I01OU/","Technical Consultants"
"2610","https://www.proff.dk/firma/bio-aqua-frederikssund/frederikssund/tekniske-konsulenter/GVB330I01OU/","Technical Consultants"
"2631","https://www.proff.dk/firma/vester-hjermitslev-biogasanl%C3%A6g-under-konkurs/br%C3%B8nderslev/tekniske-konsulenter/GVQ2V1I01OU/","Technical Consultants"
"2684","https://www.proff.dk/firma/biopartner-nordic-aps/hedehusene/tekniske-konsulenter/GWEORJI01OU/","Technical Consultants"
"2725","https://www.proff.dk/firma/mplu-biorefining-aps/kongens-lyngby/tekniske-konsulenter/GWVYVNI01OU/","Technical Consultants"
"2837","https://www.proff.dk/firma/biopowerkenddinmad/k%C3%B8benhavn-n/tekniske-konsulenter/GYJD80I01OU/","Technical Consultants"
"3076","https://www.proff.dk/firma/biovest-vjohn-frikke/bramming/tekniske-konsulenter/09DY0YI01OU/","Technical Consultants"
"3154","https://www.proff.dk/firma/bioformidling-vdorte-hammelev/dysseg%C3%A5rd/tekniske-konsulenter/0AGNVEI01OU/","Technical Consultants"
"3335","https://www.proff.dk/firma/aquatic-biological-consulting-vlars-angantyr/gentofte/tekniske-konsulenter/0CGPJRI01OU/","Technical Consultants"
"3740","https://www.proff.dk/firma/bioapp/odder/tekniske-konsulenter/0GPHHNI01OU/","Technical Consultants"
"3916","https://www.proff.dk/firma/educational-biotechnology-vphilip-schr%C3%B8der-oppenheim/hellerup/tekniske-konsulenter/0I0O9PI01OU/","Technical Consultants"
"4069","https://www.proff.dk/firma/biopowerkenddinmad/nyk%C3%B8bing-sj/tekniske-konsulenter/0J17XYI01OU/","Technical Consultants"
"4153","https://www.proff.dk/firma/dansk-biovarme-s.m.b.a./broby/tekniske-konsulenter/0JKULTI01OU/","Technical Consultants"
"4307","https://www.proff.dk/firma/js-biotech-consult/kgs.-lyngby/tekniske-konsulenter/0KEIMLI01OU/","Technical Consultants"
"4564","https://www.proff.dk/firma/erh-bioconsulting/birker%C3%B8d/tekniske-konsulenter/0LMOIJI01OU/","Technical Consultants"
"4566","https://www.proff.dk/firma/meijs-biomed/aalborg-s%C3%B8/tekniske-konsulenter/0LMURXI01OU/","Technical Consultants"
"4611","https://www.proff.dk/firma/biobasiq-sverige-ab/aarhus-n/tekniske-konsulenter/0M1FMXI01OU/","Technical Consultants"
"4683","https://www.proff.dk/firma/fermbiotics-holding-aps/b%C3%A6kke/tekniske-konsulenter/0MD6LCI01OU/","Technical Consultants"
"4732","https://www.proff.dk/firma/nordic-bioconsulting/kokkedal/tekniske-konsulenter/0MMO3AI01OU/","Technical Consultants"
"4738","https://www.proff.dk/firma/terbio/charlottenlund/tekniske-konsulenter/0MN93CI01OU/","Technical Consultants"
"4741","https://www.proff.dk/firma/rikke-milbak-biologisk-r%C3%A5dgivning/k%C3%B8benhavn-nv/tekniske-konsulenter/0MNC9LI01OU/","Technical Consultants"
"4895","https://www.proff.dk/firma/biologik/hiller%C3%B8d/tekniske-konsulenter/0NB9G4I01OU/","Technical Consultants"
"4966","https://www.proff.dk/firma/biopartner/esperg%C3%A6rde/tekniske-konsulenter/0NN25RI01OU/","Technical Consultants"
"5015","https://www.proff.dk/firma/andritz-feed-biofuel-as/esbjerg-%C3%B8/tekniske-konsulenter/0Q3YA2I01OU/","Technical Consultants"
"5075","https://www.proff.dk/firma/lundsby-biogas-as/l%C3%B8gstrup/tekniske-konsulenter/089W7WI01OU/","Technical Consultants"
"5110","https://www.proff.dk/firma/biostata-aps/birker%C3%B8d/tekniske-konsulenter/1HIXUFI01OU/","Technical Consultants"
"5422","https://www.proff.dk/firma/danish-biomass-combustion-aps/helsing%C3%B8r/tekniske-konsulenter/0N92U0I01OU/","Technical Consultants"
"5589","https://www.proff.dk/firma/bio-aqua-as/frederikssund/tekniske-konsulenter/0EEY1WI01OU/","Technical Consultants"
"5858","https://www.proff.dk/firma/biosyntia-aps/k%C3%B8benhavn-%C3%B8/tekniske-konsulenter/0KRVL6I01OU/","Technical Consultants"
"6024","https://www.proff.dk/firma/biofuel-technology-as/eg%C3%A5/tekniske-konsulenter/0JVA17I01OU/","Technical Consultants"
"6037","https://www.proff.dk/firma/bo-bio-consult-aps/sk%C3%A6vinge/tekniske-konsulenter/0M00GKI01OU/","Technical Consultants"
"6235","https://www.proff.dk/firma/mplu-biorefining-aps/kgs.-lyngby/tekniske-konsulenter/0N3XEBI01OU/","Technical Consultants"
"6457","https://www.proff.dk/firma/bio-energy-consultants-aps/s%C3%B8borg/tekniske-konsulenter/0HR8JUI01OU/","Technical Consultants"
"6464","https://www.proff.dk/firma/biotech-pro-aps/taastrup/tekniske-konsulenter/0MEJZCI01OU/","Technical Consultants"
"6592","https://www.proff.dk/firma/biowitt-aps/ribe/tekniske-konsulenter/0JHXENI01OU/","Technical Consultants"
"6630","https://www.proff.dk/firma/bio-text-holding-aps/hinnerup/tekniske-konsulenter/0EXG41I01OU/","Technical Consultants"
"6828","https://www.proff.dk/firma/bioptimate-aps/birker%C3%B8d/tekniske-konsulenter/0LGP9RI01OU/","Technical Consultants"
"6846","https://www.proff.dk/firma/larsen-biofuels-aps/slagelse/tekniske-konsulenter/0L2SNHI01OU/","Technical Consultants"
"6923","https://www.proff.dk/firma/biofuel-denmark-aps/hadsten/tekniske-konsulenter/0KIVGWI01OU/","Technical Consultants"
"6959","https://www.proff.dk/firma/nordic-bioenergy-aps/viborg/tekniske-konsulenter/0I7M99I01OU/","Technical Consultants"
"6999","https://www.proff.dk/firma/danish-green-biofuel-aps/slagelse/tekniske-konsulenter/0OK8POI01OU/","Technical Consultants"
"7002","https://www.proff.dk/firma/lundsby-biogas-international-as/l%C3%B8gstrup/tekniske-konsulenter/0OJ7VEI01OU/","Technical Consultants"
"7287","https://www.proff.dk/firma/dupont-nutrition-biosciences-aps/k%C3%B8benhavn-k/tekniske-konsulenter/GL7CEEI01OU/","Technical Consultants"
"7338","https://www.proff.dk/firma/borregaard-bioplant-aps/aarhus-n/tekniske-konsulenter/GMFXCDI01OU/","Technical Consultants"
"7389","https://www.proff.dk/firma/borregaard-bioplant-aps/hvidovre/tekniske-konsulenter/GPTWG9I01OU/","Technical Consultants"
"7847","https://www.proff.dk/firma/21st.bio-as/charlottenlund/tekniske-konsulenter/GYWIV6I01OU/","Technical Consultants"
"7891","https://www.proff.dk/firma/21st.bio-laboratory/k%C3%B8benhavn-n/tekniske-konsulenter/GZRJM8I01OU/","Technical Consultants"
"8056","https://www.proff.dk/firma/biopro/aarhus-c/tekniske-konsulenter/098JBLI01OU/","Technical Consultants"
"8229","https://www.proff.dk/firma/biozoo-information-vmichael-o.-j%C3%B8rgensen/k%C3%B8benhavn-s/tekniske-konsulenter/0BFZSDI01OU/","Technical Consultants"
"8414","https://www.proff.dk/firma/hc-bioconsulting-vhenrik-carl/br%C3%B8nsh%C3%B8j/tekniske-konsulenter/0EZYIFI01OU/","Technical Consultants"
"8598","https://www.proff.dk/firma/dansk-biologisk-laboratorium/n%C3%A6rum/tekniske-konsulenter/0G1DO4I01OU/","Technical Consultants"
"8711","https://www.proff.dk/firma/kalundborg-symbiose/kalundborg/tekniske-konsulenter/0GLNW6I01OU/","Technical Consultants"
"8781","https://www.proff.dk/firma/biovice-vanders-b%C3%B8gh-jensen/skodsborg/tekniske-konsulenter/0H8P05I01OU/","Technical Consultants"
"8803","https://www.proff.dk/firma/bio-nat-consult-vole-lousdal-torben-hansen/aulum/tekniske-konsulenter/0HCBNKI01OU/","Technical Consultants"
"9090","https://www.proff.dk/firma/nielsenbioconsult-velsemarie-kragh-nielsen/fjerritslev/tekniske-konsulenter/0JA06EI01OU/","Technical Consultants"
"9128","https://www.proff.dk/firma/biowarm-virina-alexandrovna-jensen/karreb%C3%A6ksminde/tekniske-konsulenter/0JI0TYI01OU/","Technical Consultants"
"9405","https://www.proff.dk/firma/cabion/s%C3%B8borg/tekniske-konsulenter/0KWK91I01OU/","Technical Consultants"
"9409","https://www.proff.dk/firma/erik-dylmer-biologisk-r%C3%A5dgivning/ry/tekniske-konsulenter/0KWTVRI01OU/","Technical Consultants"
"9618","https://www.proff.dk/firma/biomasse-konsult/sams%C3%B8/tekniske-konsulenter/0M4CZWI01OU/","Technical Consultants"
"9743","https://www.proff.dk/firma/biomass2business/holb%C3%A6k/tekniske-konsulenter/0MPIV3I01OU/","Technical Consultants"
"9852","https://www.proff.dk/firma/ablebio/frederiksberg/tekniske-konsulenter/0N8J7GI01OU/","Technical Consultants"
"9939","https://www.proff.dk/firma/c-biotech-aps/k%C3%B8benhavn-%C3%B8/tekniske-konsulenter/0NLIDZI01OU/","Technical Consultants"
"214","https://www.proff.dk/firma/pharma4ever-qa-aps/ballerup/tekniske-konsulenter/0NA5C4I01OU/","Technical Consultants"
"320","https://www.proff.dk/firma/cmc-pharma-consulting-bj-aps/v%C3%A6rl%C3%B8se/tekniske-konsulenter/0OZYLSI01OU/","Technical Consultants"
"355","https://www.proff.dk/firma/pharmac-aps/lille-skensved/tekniske-konsulenter/0MXVW1I01OU/","Technical Consultants"
"373","https://www.proff.dk/firma/gxp-pharmaid-aps/br%C3%B8nsh%C3%B8j/tekniske-konsulenter/0HMRQTI01OU/","Technical Consultants"
"1144","https://www.proff.dk/firma/pharma-engineering-aps/roskilde/tekniske-konsulenter/0L5A8VI01OU/","Technical Consultants"
"1392","https://www.proff.dk/firma/s-cubed-pharmaceutical-services-aps/k%C3%B8benhavn-k/tekniske-konsulenter/0N8NY0I01OU/","Technical Consultants"
"2507","https://www.proff.dk/firma/pharmagile-aps-under-tvangsopl%C3%B8sning/helsing%C3%B8r/tekniske-konsulenter/GTH466I01OU/","Technical Consultants"
"2752","https://www.proff.dk/firma/chemistrypharma-consult/kongens-lyngby/tekniske-konsulenter/GXGH94I01OU/","Technical Consultants"
"4065","https://www.proff.dk/firma/pharma-technology-consult/hiller%C3%B8d/tekniske-konsulenter/0J0SK6I01OU/","Technical Consultants"
"4452","https://www.proff.dk/firma/autopharma-aps/hvidovre/tekniske-konsulenter/0L2SKCI01OU/","Technical Consultants"
"4634","https://www.proff.dk/firma/qpharmadoc/humleb%C3%A6k/tekniske-konsulenter/0M5CZ6I01OU/","Technical Consultants"
"5101","https://www.proff.dk/firma/pharma-technology-as/k%C3%B8ge/tekniske-konsulenter/0CEE0QI01OU/","Technical Consultants"
"5154","https://www.proff.dk/firma/pharma4ever-as/t%C3%B8ll%C3%B8se/tekniske-konsulenter/0LOYN1I01OU/","Technical Consultants"
"5631","https://www.proff.dk/firma/viad-pharma-aps/k%C3%B8benhavn-nv/tekniske-konsulenter/0LOWKKI01OU/","Technical Consultants"
"5763","https://www.proff.dk/firma/gxp-pharma-support-as/sor%C3%B8/tekniske-konsulenter/0LGBIBI01OU/","Technical Consultants"
"6383","https://www.proff.dk/firma/pharmasphere-consulting-aps/herlev/tekniske-konsulenter/0LUIZII01OU/","Technical Consultants"
"6533","https://www.proff.dk/firma/inflection-pharma-consulting-aps/frederiksberg/tekniske-konsulenter/0NMLJ7I01OU/","Technical Consultants"
"6582","https://www.proff.dk/firma/pharmatechpower-aps/kalundborg/tekniske-konsulenter/0JKQNFI01OU/","Technical Consultants"
"6819","https://www.proff.dk/firma/altrapharma-aps/holte/tekniske-konsulenter/0KJ3XOI01OU/","Technical Consultants"
"6883","https://www.proff.dk/firma/pharmacons-aps/holb%C3%A6k/tekniske-konsulenter/0LYQPYI01OU/","Technical Consultants"
"7591","https://www.proff.dk/firma/pharma4ever-as/t%C3%B8ll%C3%B8se/tekniske-konsulenter/GV82NLI01OU/","Technical Consultants"
"7868","https://www.proff.dk/firma/pharma4ever-as/hundested/tekniske-konsulenter/GZD1A3I01OU/","Technical Consultants"
"8377","https://www.proff.dk/firma/van-pharma-consult/frederiksberg/tekniske-konsulenter/0D20YTI01OU/","Technical Consultants"
"8970","https://www.proff.dk/firma/pharma-konsulenten/kalundborg/tekniske-konsulenter/0IE1E9I01OU/","Technical Consultants"
"9241","https://www.proff.dk/firma/pharmagile-aps/helsing%C3%B8r/tekniske-konsulenter/0K3XA7I01OU/","Technical Consultants"
"9391","https://www.proff.dk/firma/pharmanniche/helsinge/tekniske-konsulenter/0KUHVBI01OU/","Technical Consultants"
"9408","https://www.proff.dk/firma/fuglsang-pharma/vejle-%C3%B8st/tekniske-konsulenter/0KWPXYI01OU/","Technical Consultants"
"9928","https://www.proff.dk/firma/chemistrypharma-consult/kgs.-lyngby/tekniske-konsulenter/0NKP7MI01OU/","Technical Consultants"
"9984","https://www.proff.dk/firma/haltrup-pharma-consulting/bagsv%C3%A6rd/tekniske-konsulenter/0NR70LI01OU/","Technical Consultants"
"9994","https://www.proff.dk/firma/qapharma/s%C3%B8nderborg/tekniske-konsulenter/0NRL3MI01OU/","Technical Consultants"
"464","https://www.proff.dk/firma/chembo-production-ltd.-aps/kvistg%C3%A5rd/tekniske-konsulenter/0VZIEQI01OU/","Technical Consultants"
"1563","https://www.proff.dk/firma/chemistry-consulting-aps/holte/tekniske-konsulenter/0KRL78I01OU/","Technical Consultants"
"1913","https://www.proff.dk/firma/innochem-aps/kgs.-lyngby/tekniske-konsulenter/0L2JKQI01OU/","Technical Consultants"
"2267","https://www.proff.dk/firma/chembo-production-ltd.-aps/kvistg%C3%A5rd/tekniske-konsulenter/GKEETNI01OU/","Technical Consultants"
"2553","https://www.proff.dk/firma/innochem-aps/kongens-lyngby/tekniske-konsulenter/GUG7YWI01OU/","Technical Consultants"
"2638","https://www.proff.dk/firma/chemtox-consult/aarhus-c/tekniske-konsulenter/GVS42YI01OU/","Technical Consultants"
"27521","https://www.proff.dk/firma/chemistrypharma-consult/kongens-lyngby/tekniske-konsulenter/GXGH94I01OU/","Technical Consultants"
"4173","https://www.proff.dk/firma/chemadvise-vseyed-javadi/valby/tekniske-konsulenter/0JMKL2I01OU/","Technical Consultants"
"4227","https://www.proff.dk/firma/insight-airchem/br%C3%B8nsh%C3%B8j/tekniske-konsulenter/0K0W9DI01OU/","Technical Consultants"
"4254","https://www.proff.dk/firma/fixit-vhenrik-chemnitz/kastrup/tekniske-konsulenter/0K5JD5I01OU/","Technical Consultants"
"4626","https://www.proff.dk/firma/chemtox-consult/aarhus-c/tekniske-konsulenter/0M4S7II01OU/","Technical Consultants"
"4852","https://www.proff.dk/firma/chemical-process-consulting/asperup/tekniske-konsulenter/0N615DI01OU/","Technical Consultants"
"5481","https://www.proff.dk/firma/avichem-aps/skanderborg/tekniske-konsulenter/0KL7XMI01OU/","Technical Consultants"
"7860","https://www.proff.dk/firma/fixit-vhenrik-chemnitz/kastrup/tekniske-konsulenter/GZ9Q07I01OU/","Technical Consultants"
"8983","https://www.proff.dk/firma/chemtechnic-vbjarne-christensen/virum/tekniske-konsulenter/0IIVHBI01OU/","Technical Consultants"
"99281","https://www.proff.dk/firma/chemistrypharma-consult/kgs.-lyngby/tekniske-konsulenter/0NKP7MI01OU/","Technical Consultants"
"9948","https://www.proff.dk/firma/chemagenda/humleb%C3%A6k/tekniske-konsulenter/0NLY40I01OU/","Technical Consultants"
"486","https://www.proff.dk/firma/klint-medical-aps/grenaa/tekniske-konsulenter/0OJAQ4I01OU/","Technical Consultants"
"883","https://www.proff.dk/firma/medical-device-consult-aps/roskilde/tekniske-konsulenter/0IA0LAI01OU/","Technical Consultants"
"3132","https://www.proff.dk/firma/international-medico-consultants-vmark-krasnik/k%C3%B8benhavn-%C3%B8/tekniske-konsulenter/0A4VR2I01OU/","Technical Consultants"
"3220","https://www.proff.dk/firma/steen-hoffmann-medicinsk-konsulentbistand/holte/tekniske-konsulenter/0B4F3UI01OU/","Technical Consultants"
"3368","https://www.proff.dk/firma/medicinsk-illustration-vhenrik-juul-nielsen/k%C3%B8benhavn-%C3%B8/tekniske-konsulenter/0CSJ5AI01OU/","Technical Consultants"
"3527","https://www.proff.dk/firma/medicinsk-konsulenttjeneste-vhenning-bundgaard/holte/tekniske-konsulenter/0FN9UNI01OU/","Technical Consultants"
"3553","https://www.proff.dk/firma/medicomonitor-aps/fredensborg/tekniske-konsulenter/0FSA5YI01OU/","Technical Consultants"
"4258","https://www.proff.dk/firma/medicflex-aps/k%C3%B8benhavn-v/tekniske-konsulenter/0K60BMI01OU/","Technical Consultants"
"4727","https://www.proff.dk/firma/mediccluster-aps/egtved/tekniske-konsulenter/0MLV3UI01OU/","Technical Consultants"
"5397","https://www.proff.dk/firma/hapy-medical-aps/farum/tekniske-konsulenter/0NGCLRI01OU/","Technical Consultants"
"5439","https://www.proff.dk/firma/medicologic-as/k%C3%B8benhavn-s/tekniske-konsulenter/0FVZCPI01OU/","Technical Consultants"
"6402","https://www.proff.dk/firma/belair-medical-aps/risskov/tekniske-konsulenter/0F5T1WI01OU/","Technical Consultants"
"6621","https://www.proff.dk/firma/zarmo-medical-consulting-aps/fredericia/tekniske-konsulenter/08VRX5I01OU/","Technical Consultants"
"6726","https://www.proff.dk/firma/medico-kemiske-holding-aps/vedb%C3%A6k/tekniske-konsulenter/09AUYPI01OU/","Technical Consultants"
"7995","https://www.proff.dk/firma/medico-consult-vallan-staunstrup/frederiksberg-c/tekniske-konsulenter/0849TLI01OU/","Technical Consultants"
"8534","https://www.proff.dk/firma/agnholt-medical-vj%C3%B8rgen-agnholt/aarhus-c/tekniske-konsulenter/0FQ46AI01OU/","Technical Consultants"
"8543","https://www.proff.dk/firma/jacob-j%C3%B8nsen-medicinsk-konsulent/virum/tekniske-konsulenter/0FR09PI01OU/","Technical Consultants"
"8614","https://www.proff.dk/firma/benzonmedical/aller%C3%B8d/tekniske-konsulenter/0G3R4QI01OU/","Technical Consultants"
"9252","https://www.proff.dk/firma/medic-ouh-is/k%C3%B8benhavn-k/tekniske-konsulenter/0K81XQI01OU/","Technical Consultants"
"9281","https://www.proff.dk/firma/medicinsk-konsulent-jonas-baandrup/lystrup/tekniske-konsulenter/0KBPQ5I01OU/","Technical Consultants"
"9911","https://www.proff.dk/firma/medical-development/ebeltoft/tekniske-konsulenter/0NGX3EI01OU/","Technical Consultants"
"1","https://www.proff.dk/firma/ferring-pharmaceuticals-as/kastrup/bioteknologi/09PNJ4I0225/","Biotechnology"
"2","https://www.proff.dk/firma/landbrug-f%C3%B8devarer-f.m.b.a./k%C3%B8benhavn-v/bioteknologi/0F76PLI0225/","Biotechnology"
"3","https://www.proff.dk/firma/roche-innovation-center-copenhagen-as/h%C3%B8rsholm/bioteknologi/0CBGIBI0225/","Biotechnology"
"4","https://www.proff.dk/firma/zealand-pharma-as/s%C3%B8borg/bioteknologi/0BXMVQI0225/","Biotechnology"
"5","https://www.proff.dk/firma/nordic-bioscience-as/herlev/bioteknologi/0IC5EOI0225/","Biotechnology"
"6","https://www.proff.dk/firma/pentabase-as/odense-c/bioteknologi/0HZ8T8I0225/","Biotechnology"
"7","https://www.proff.dk/firma/origio-as/m%C3%A5l%C3%B8v/bioteknologi/06J8F9I0225/","Biotechnology"
"810","https://www.proff.dk/firma/azanta-danmark-as/valby/bioteknologi/0F1EYFI0225/","Biotechnology"
"9","https://www.proff.dk/firma/gubra-aps/h%C3%B8rsholm/bioteknologi/0I60S9I0225/","Biotechnology"
"10","https://www.proff.dk/firma/bioneer-as/h%C3%B8rsholm/bioteknologi/0GBGQ9I0225/","Biotechnology"
"11","https://www.proff.dk/firma/vitrolife-as/viby-j/bioteknologi/0GBF7TI0225/","Biotechnology"
"12","https://www.proff.dk/firma/glycom-as/h%C3%B8rsholm/bioteknologi/0GZ4CPI0225/","Biotechnology"
"13","https://www.proff.dk/firma/y-mabs-therapeutics-as/h%C3%B8rsholm/bioteknologi/0M26SUI0225/","Biotechnology"
"14","https://www.proff.dk/firma/sophion-bioscience-as/ballerup/bioteknologi/05YSAXI0225/","Biotechnology"
"15","https://www.proff.dk/firma/nbcd-as/herlev/bioteknologi/0I7HKUI0225/","Biotechnology"
"16","https://www.proff.dk/firma/eurofins-genomics-europe-genotyping-as/galten/bioteknologi/05ZDPUI0225/","Biotechnology"
"17","https://www.proff.dk/firma/qiagen-aarhus-as/aarhus-c/bioteknologi/0GUOCFI0225/","Biotechnology"
"18","https://www.proff.dk/firma/evosep-aps/odense-c/bioteknologi/0MBYYCI0225/","Biotechnology"
"19","https://www.proff.dk/firma/pharmaceutical-research-associates-denmark-aps/k%C3%B8benhavn-v/bioteknologi/0JSIC8I0225/","Biotechnology"
"20","https://www.proff.dk/firma/savara-aps/hellerup/bioteknologi/0METVNI0225/","Biotechnology"
"21","https://www.proff.dk/firma/minerva-imaging-aps/%C3%B8lstykke/bioteknologi/0KAEK2I0225/","Biotechnology"
"22","https://www.proff.dk/firma/inbicon-as/fredericia/bioteknologi/0G3HLNI0225/","Biotechnology"
"23","https://www.proff.dk/firma/immudex-aps/virum/bioteknologi/0INWXII0225/","Biotechnology"
"24","https://www.proff.dk/firma/syneos-health-denmark-aps/s%C3%B8borg/bioteknologi/0L33T2I0225/","Biotechnology"
"25","https://www.proff.dk/firma/proxeon-biosystems-aps/roskilde/bioteknologi/0FZG2GI0225/","Biotechnology"
"26","https://www.proff.dk/firma/vipergen-aps/k%C3%B8benhavn-v/bioteknologi/0H6E5QI0225/","Biotechnology"
"27","https://www.proff.dk/firma/housetest-aps/odense-c/bioteknologi/0K5UQ6I0225/","Biotechnology"
"28","https://www.proff.dk/firma/next-stage-ventures-aps/humleb%C3%A6k/bioteknologi/0MC5XJI0225/","Biotechnology"
"29","https://www.proff.dk/firma/toft-plantefor%C3%A6dling-aps/roslev/bioteknologi/0EYQO2I0225/","Biotechnology"
"30","https://www.proff.dk/firma/bioscavenge-aps/g%C3%B8rlev/bioteknologi/0MVO7CI0225/","Biotechnology"
"31","https://www.proff.dk/firma/abtbioconsult-aps/hiller%C3%B8d/bioteknologi/0P83V8I0225/","Biotechnology"
"32","https://www.proff.dk/firma/river-stone-biotech-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NAMDLI0225/","Biotechnology"
"33","https://www.proff.dk/firma/ranger-biotechnologies-as/odense-s%C3%B8/bioteknologi/0J7VPWI0225/","Biotechnology"
"34","https://www.proff.dk/firma/immunaware-aps/h%C3%B8rsholm/bioteknologi/0NBYJ3I0225/","Biotechnology"
"35","https://www.proff.dk/firma/livag-aps/vedb%C3%A6k/bioteknologi/0NZ5PUI0225/","Biotechnology"
"36","https://www.proff.dk/firma/cmcassist-aps/k%C3%B8benhavn-n/bioteknologi/0MJ9WTI0225/","Biotechnology"
"37","https://www.proff.dk/firma/dhm-holding-as/k%C3%B8benhavn-%C3%B8/bioteknologi/070AP1I0225/","Biotechnology"
"38","https://www.proff.dk/firma/2a-pharma-aps/aalborg-%C3%B8st/bioteknologi/0NGAR1I0225/","Biotechnology"
"39","https://www.proff.dk/firma/desres-sub-denmark-aps/k%C3%B8benhavn-k/bioteknologi/0OPE8QI0225/","Biotechnology"
"40","https://www.proff.dk/firma/bainan-biotech-aps/k%C3%B8benhavn-n/bioteknologi/0NRAC4I0225/","Biotechnology"
"41","https://www.proff.dk/firma/biomodics-aps/kgs.lyngby/bioteknologi/0JKVU2I0225/","Biotechnology"
"42","https://www.proff.dk/firma/biotest-facility-aps/trige/bioteknologi/0MLX7YI0225/","Biotechnology"
"43","https://www.proff.dk/firma/bk-clinical-trials-consulting-ks/n%C3%A6rum/bioteknologi/0M3AZ0I0225/","Biotechnology"
"44","https://www.proff.dk/firma/kim-andersen-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0OKSOHI0225/","Biotechnology"
"45","https://www.proff.dk/firma/pond-as/aarhus-c/bioteknologi/0LV6ITI0225/","Biotechnology"
"46","https://www.proff.dk/firma/pipeline-bioresearch-aps/aarhus-c/bioteknologi/0MIV5JI0225/","Biotechnology"
"47","https://www.proff.dk/firma/solsten-diagnostics-international-aps/aarhus-n/bioteknologi/0O2NM8I0225/","Biotechnology"
"48","https://www.proff.dk/firma/andstats-aps/frederiksberg/bioteknologi/0LV80FI0225/","Biotechnology"
"49","https://www.proff.dk/firma/dnasense-aps/aalborg-%C3%B8st/bioteknologi/0LGE85I0225/","Biotechnology"
"50","https://www.proff.dk/firma/hyamedix-aps/k%C3%B8benhavn-n/bioteknologi/0NBPQTI0225/","Biotechnology"
"51","https://www.proff.dk/firma/clirecon-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0INFTCI0225/","Biotechnology"
"52","https://www.proff.dk/firma/anapa-biotech-as/h%C3%B8rsholm/bioteknologi/0GF8UNI0225/","Biotechnology"
"53","https://www.proff.dk/firma/immumap-services-aps/h%C3%B8rsholm/bioteknologi/0MQ422I0225/","Biotechnology"
"54","https://www.proff.dk/firma/defos-aps/slangerup/bioteknologi/0MWLDCI0225/","Biotechnology"
"55","https://www.proff.dk/firma/sn-biotech-holding-aps/aarhus-c/bioteknologi/0FQ1UBI0225/","Biotechnology"
"56","https://www.proff.dk/firma/sited2-aps/v%C3%A6rl%C3%B8se/bioteknologi/0NPQIPI0225/","Biotechnology"
"57","https://www.proff.dk/firma/bee-patch-aps/lejre/bioteknologi/0IWXF0I0225/","Biotechnology"
"58","https://www.proff.dk/firma/bifrost-biolabs-aps/glostrup/bioteknologi/0N1K75I0225/","Biotechnology"
